1.11884761,1.24101567,1.61191404
1.11621094,1.23837888,1.61103511
1.11621094,1.24365234,1.61015630
1.11884761,1.24189448,1.61367190
1.12148440,1.23662114,1.60927737
1.11533201,1.23925781,1.61191404
1.11533201,1.24453127,1.61367190
1.11621094,1.24013674,1.61542964
1.12500000,1.24365234,1.60927737
1.11708987,1.23662114,1.61367190
1.12500000,1.23837888,1.61718750
1.11708987,1.23925781,1.61015630
1.11533201,1.24189448,1.60927737
1.11621094,1.23574221,1.61015630
1.12148440,1.23749995,1.61191404
1.11533201,1.24101567,1.60927737
1.11005855,1.23574221,1.61455083
1.11708987,1.23310542,1.60927737
1.12148440,1.23749995,1.61191404
1.11533201,1.23749995,1.60751951
1.11972654,1.23398435,1.60488284
1.11181641,1.23749995,1.60576177
1.11621094,1.23662114,1.61367190
1.11445308,1.23749995,1.60664058
1.11357427,1.23398435,1.60927737
1.11884761,1.23837888,1.60664058
1.12500000,1.23310542,1.60576177
1.11708987,1.23837888,1.60927737
1.11708987,1.23574221,1.60839844
1.11621094,1.23310542,1.60400391
1.11445308,1.23398435,1.61015630
1.11708987,1.23398435,1.60927737
1.11796880,1.23398435,1.61015630
1.11621094,1.23486328,1.60927737
1.11621094,1.23134768,1.61103511
1.11621094,1.22958982,1.60751951
1.11181641,1.23310542,1.60839844
1.11796880,1.23398435,1.60839844
1.11796880,1.24101567,1.61015630
1.11445308,1.22958982,1.60751951
1.11621094,1.23749995,1.60839844
1.12148440,1.23749995,1.60839844
1.11708987,1.23486328,1.60839844
1.12148440,1.23749995,1.60927737
1.11269534,1.23222661,1.60576177
1.11708987,1.22958982,1.60751951
1.11796880,1.23222661,1.60400391
1.11708987,1.23398435,1.60664058
1.11533201,1.23398435,1.60400391
1.11796880,1.23398435,1.60224605
1.11796880,1.23925781,1.60664058
1.11181641,1.23398435,1.60751951
1.11269534,1.22255862,1.60400391
1.11357427,1.23486328,1.60224605
1.11445308,1.22783208,1.61015630
1.11357427,1.22607422,1.60927737
1.12148440,1.23222661,1.60576177
1.11972654,1.22695315,1.60576177
1.11621094,1.23222661,1.60576177
1.11533201,1.23134768,1.60664058
1.11093748,1.22695315,1.60488284
1.10917974,1.23134768,1.60927737
1.11533201,1.23134768,1.60576177
1.11533201,1.22607422,1.60312498
1.11533201,1.23222661,1.60488284
1.11445308,1.22607422,1.61191404
1.11005855,1.22783208,1.61015630
1.10830081,1.23046875,1.60224605
1.11533201,1.22695315,1.61015630
1.11357427,1.23222661,1.60400391
1.11181641,1.22783208,1.60576177
1.11533201,1.22958982,1.60751951
1.11093748,1.22958982,1.60312498
1.11445308,1.22958982,1.60839844
1.11005855,1.22519529,1.60224605
1.11445308,1.22255862,1.60312498
1.11357427,1.22167969,1.60224605
1.11005855,1.22607422,1.60224605
1.10742188,1.21728516,1.60400391
1.11005855,1.22607422,1.60488284
1.11005855,1.22519529,1.60312498
1.10742188,1.22607422,1.60048831
1.11445308,1.22607422,1.60048831
1.11357427,1.22695315,1.59960938
1.10917974,1.22080076,1.60312498
1.11005855,1.22080076,1.60136724
1.11533201,1.22343755,1.60224605
1.11093748,1.22080076,1.60312498
1.11445308,1.22519529,1.59785151
1.10830081,1.21904302,1.59873044
1.11093748,1.22255862,1.60136724
1.10830081,1.21816409,1.60136724
1.11005855,1.21904302,1.60136724
1.11269534,1.21992183,1.60400391
1.11533201,1.22167969,1.60224605
1.11005855,1.21728516,1.60224605
1.11269534,1.22343755,1.61015630
1.10917974,1.22080076,1.60136724
1.11093748,1.21728516,1.59873044
1.11181641,1.21904302,1.60048831
1.10830081,1.21640623,1.60136724
1.11005855,1.21552730,1.59521484
1.11269534,1.21904302,1.59960938
1.11005855,1.22343755,1.60048831
1.11181641,1.21552730,1.60048831
1.11445308,1.21640623,1.59521484
1.10917974,1.21992183,1.60048831
1.11269534,1.21464849,1.60312498
1.11005855,1.21728516,1.59873044
1.10917974,1.21376956,1.60136724
1.11445308,1.21552730,1.60048831
1.11181641,1.21552730,1.59697270
1.11181641,1.21640623,1.60400391
1.10830081,1.21464849,1.59873044
1.11005855,1.21464849,1.60400391
1.11445308,1.21376956,1.60312498
1.10830081,1.20849609,1.59785151
1.10654294,1.21640623,1.60312498
1.10830081,1.21289062,1.60136724
1.11357427,1.20849609,1.60136724
1.11269534,1.21640623,1.59609377
1.11708987,1.21816409,1.60136724
1.11093748,1.20849609,1.59697270
1.11621094,1.21640623,1.59960938
1.11005855,1.21025395,1.60312498
1.11093748,1.21289062,1.59521484
1.11093748,1.20937502,1.59785151
1.11796880,1.21289062,1.59345698
1.10830081,1.21025395,1.59697270
1.11005855,1.21025395,1.59345698
1.11269534,1.21376956,1.59960938
1.11093748,1.21025395,1.59697270
1.11093748,1.20761716,1.59521484
1.11445308,1.20761716,1.59785151
1.10830081,1.20498049,1.59609377
1.11181641,1.20937502,1.59697270
1.11005855,1.20937502,1.59521484
1.11181641,1.20937502,1.59521484
1.10917974,1.20410156,1.59960938
1.11181641,1.20849609,1.60136724
1.11445308,1.21113276,1.59609377
1.11533201,1.20761716,1.59345698
1.11621094,1.20937502,1.60224605
1.11445308,1.20761716,1.59521484
1.11796880,1.20585942,1.59697270
1.11093748,1.20937502,1.59521484
1.11884761,1.20937502,1.59697270
1.11181641,1.21025395,1.59697270
1.11269534,1.20761716,1.59433591
1.11269534,1.20761716,1.59433591
1.11621094,1.20849609,1.59785151
1.11269534,1.20761716,1.59521484
1.11005855,1.20849609,1.59960938
1.11005855,1.21025395,1.60136724
1.11005855,1.21289062,1.59169924
1.11533201,1.20234370,1.59785151
1.11269534,1.20849609,1.59345698
1.11269534,1.20761716,1.59960938
1.11181641,1.20585942,1.59609377
1.11533201,1.21113276,1.59345698
1.11445308,1.21289062,1.60312498
1.11181641,1.20761716,1.59609377
1.11621094,1.20673823,1.59960938
1.11181641,1.20849609,1.60048831
1.11708987,1.21113276,1.59697270
1.11357427,1.20849609,1.59697270
1.11533201,1.20761716,1.60312498
1.11005855,1.20673823,1.59785151
1.11445308,1.20849609,1.59697270
1.11533201,1.21025395,1.59521484
1.11445308,1.21025395,1.59433591
1.11093748,1.20937502,1.59433591
1.11621094,1.20937502,1.59609377
1.11533201,1.20322263,1.59433591
1.11357427,1.20498049,1.59433591
1.11445308,1.20761716,1.59169924
1.11093748,1.20498049,1.59609377
1.11005855,1.20937502,1.59697270
1.11621094,1.20410156,1.59345698
1.11005855,1.20410156,1.59433591
1.11621094,1.20585942,1.59345698
1.11796880,1.20410156,1.59609377
1.11357427,1.20322263,1.59697270
1.11093748,1.20410156,1.59082031
1.11181641,1.20322263,1.59169924
1.11445308,1.20322263,1.59697270
1.11621094,1.20146489,1.59609377
1.11621094,1.20849609,1.59345698
1.11269534,1.20234370,1.59169924
1.11005855,1.20585942,1.59697270
1.11533201,1.19970703,1.59521484
1.11708987,1.20146489,1.59345698
1.11357427,1.20498049,1.59257817
1.11357427,1.20058596,1.59521484
1.11533201,1.20146489,1.59609377
1.11005855,1.20673823,1.59873044
1.11533201,1.20234370,1.59257817
1.11621094,1.20146489,1.59609377
1.11621094,1.20585942,1.59257817
1.11796880,1.20585942,1.59257817
1.11621094,1.19882810,1.59521484
1.11796880,1.20146489,1.59873044
1.11884761,1.20146489,1.59433591
1.11445308,1.20146489,1.59433591
1.11796880,1.20146489,1.59345698
1.11796880,1.20498049,1.59345698
1.12236333,1.20673823,1.59521484
1.11621094,1.19882810,1.59521484
1.11796880,1.20322263,1.59169924
1.11884761,1.20234370,1.59433591
1.11796880,1.20146489,1.59433591
1.11884761,1.19794917,1.58818364
1.11796880,1.20146489,1.59169924
1.11972654,1.19882810,1.59257817
1.12148440,1.20058596,1.59345698
1.11708987,1.20410156,1.59609377
1.12236333,1.20322263,1.59345698
1.11533201,1.19794917,1.59169924
1.11972654,1.20146489,1.59521484
1.11884761,1.20410156,1.58818364
1.11972654,1.20234370,1.59521484
1.12500000,1.19794917,1.59345698
1.11972654,1.20234370,1.58818364
1.12500000,1.19970703,1.59433591
1.11708987,1.20410156,1.58818364
1.11884761,1.19707036,1.59169924
1.12148440,1.20234370,1.59169924
1.11972654,1.19794917,1.59521484
1.12500000,1.19794917,1.59082031
1.11621094,1.19443357,1.59521484
1.11708987,1.20146489,1.59345698
1.12675786,1.20058596,1.59697270
1.12500000,1.19970703,1.58730471
1.12236333,1.19970703,1.58818364
1.12500000,1.20058596,1.59257817
1.12324214,1.20234370,1.58994138
1.12675786,1.20410156,1.59257817
1.12675786,1.19970703,1.58906245
1.12324214,1.19619143,1.59257817
1.12675786,1.20234370,1.58906245
1.11708987,1.19882810,1.59433591
1.12851560,1.19882810,1.59169924
1.11972654,1.19794917,1.59082031
1.12324214,1.19619143,1.58818364
1.12236333,1.19970703,1.59609377
1.12500000,1.19619143,1.59345698
1.12060547,1.19882810,1.58906245
1.12675786,1.20146489,1.58906245
1.12587893,1.19794917,1.59257817
1.12500000,1.19970703,1.58994138
1.12675786,1.19794917,1.59257817
1.12236333,1.19707036,1.58994138
1.12587893,1.20058596,1.59082031
1.12500000,1.19794917,1.58994138
1.11972654,1.19794917,1.59345698
1.12851560,1.19970703,1.59257817
1.12412107,1.20234370,1.59257817
1.12939453,1.20322263,1.58994138
1.12851560,1.20234370,1.58115232
1.12587893,1.20234370,1.59433591
1.12587893,1.19970703,1.59082031
1.12500000,1.19882810,1.59257817
1.12675786,1.19882810,1.58730471
1.12851560,1.19443357,1.59082031
1.12939453,1.19794917,1.58730471
1.12851560,1.19970703,1.59257817
1.12675786,1.19619143,1.58818364
1.12675786,1.20058596,1.58642578
1.12851560,1.19443357,1.58906245
1.12412107,1.19970703,1.59257817
1.12939453,1.19619143,1.59169924
1.13027346,1.19794917,1.58818364
1.12851560,1.20146489,1.59345698
1.12851560,1.20058596,1.58818364
1.12851560,1.19443357,1.59082031
1.12675786,1.19531250,1.59433591
1.12763667,1.20322263,1.59169924
1.12939453,1.19443357,1.59082031
