1.39218748,1.01513672,1.41064453,1.39349926,1.01382196,1.41085410
1.39921880,1.01337886,1.41240239,1.39358461,1.01388144,1.41092062
1.39042974,1.01425779,1.41328120,1.39366472,1.01394331,1.41098154
1.39218748,1.01865232,1.41503906,1.39373899,1.01400709,1.41103446
1.40185547,1.01425779,1.41416013,1.39380634,1.01407111,1.41107965
1.39394534,1.01162112,1.41503906,1.39386642,1.01413441,1.41111553
1.39306641,1.01250005,1.41328120,1.39391887,1.01419568,1.41114128
1.39570308,1.01601565,1.41328120,1.39396334,1.01425302,1.41115773
1.39042974,1.01601565,1.41416013,1.39400053,1.01430655,1.41116524
1.39570308,1.01337886,1.41328120,1.39403129,1.01435542,1.41116476
1.39482427,1.01601565,1.41064453,1.39405620,1.01439965,1.41115797
1.39921880,1.01601565,1.41240239,1.39407539,1.01443863,1.41114736
1.39306641,1.01777339,1.41328120,1.39409053,1.01447320,1.41113567
1.39394534,1.01074219,1.40537107,1.39410269,1.01450408,1.41112530
1.39570308,1.01777339,1.40888667,1.39411211,1.01453197,1.41111910
1.39130855,1.01601565,1.41416013,1.39412057,1.01455653,1.41111839
1.39306641,1.01777339,1.41240239,1.39412856,1.01457918,1.41112626
1.39482427,1.01777339,1.41064453,1.39413786,1.01460075,1.41114342
1.39306641,1.01162112,1.41328120,1.39414811,1.01462269,1.41117179
1.39394534,1.01513672,1.42031252,1.39416027,1.01464498,1.41121125
1.38779294,1.01425779,1.41328120,1.39417446,1.01466846,1.41126287
1.39570308,1.01689458,1.41416013,1.39418983,1.01469326,1.41132629
1.39658201,1.00898433,1.41503906,1.39420617,1.01471949,1.41140032
1.38779294,1.01777339,1.40712893,1.39422297,1.01474702,1.41148305
1.39570308,1.01337886,1.40976560,1.39424002,1.01477599,1.41157222
1.39218748,1.01513672,1.41064453,1.39425611,1.01480663,1.41166615
1.39658201,1.01689458,1.41064453,1.39426970,1.01483822,1.41176069
1.39130855,1.01689458,1.40449214,1.39428020,1.01487029,1.41185403
1.39394534,1.01074219,1.40888667,1.39428651,1.01490223,1.41194248
1.38779294,1.01337886,1.41064453,1.39428747,1.01493359,1.41202366
1.39218748,1.01425779,1.41064453,1.39428139,1.01496303,1.41209602
1.39482427,1.01513672,1.41328120,1.39426708,1.01499093,1.41215682
1.39218748,1.01337886,1.41416013,1.39424455,1.01501608,1.41220450
1.39746094,1.01250005,1.40888667,1.39421332,1.01503766,1.41223979
1.39921880,1.01337886,1.41328120,1.39417338,1.01505494,1.41226149
1.39921880,1.00986326,1.41152346,1.39412653,1.01506650,1.41226912
1.39570308,1.01425779,1.41240239,1.39407289,1.01507151,1.41226351
1.39482427,1.01337886,1.41152346,1.39401519,1.01506925,1.41224492
1.39570308,1.01337886,1.40976560,1.39395428,1.01505947,1.41221416
1.39570308,1.01162112,1.41152346,1.39389265,1.01504242,1.41217184
1.39921880,1.01337886,1.40625000,1.39383197,1.01501679,1.41212034
1.39394534,1.01425779,1.40537107,1.39377558,1.01498222,1.41205871
1.39570308,1.01777339,1.40625000,1.39372647,1.01493919,1.41198993
1.39746094,1.01337886,1.41416013,1.39368665,1.01488805,1.41191363
1.39306641,1.01337886,1.41328120,1.39365911,1.01482999,1.41183245
1.39394534,1.00986326,1.41328120,1.39364588,1.01476479,1.41174674
1.39130855,1.01074219,1.41152346,1.39364791,1.01469254,1.41165900
1.39394534,1.01777339,1.41064453,1.39366627,1.01461422,1.41156960
1.39394534,1.01777339,1.40888667,1.39370131,1.01453054,1.41148102
1.39746094,1.01601565,1.41064453,1.39375234,1.01444352,1.41139340
1.39570308,1.01689458,1.40976560,1.39381862,1.01435483,1.41130781
1.39218748,1.00986326,1.41416013,1.39390039,1.01426661,1.41122556
1.39394534,1.01250005,1.40976560,1.39399374,1.01418054,1.41114676
1.39570308,1.01250005,1.41152346,1.39409781,1.01409781,1.41107297
1.39394534,1.01865232,1.41152346,1.39420831,1.01401901,1.41100430
1.39570308,1.01337886,1.41328120,1.39432216,1.01394665,1.41094112
1.39570308,1.01074219,1.40888667,1.39443612,1.01388228,1.41088462
1.39218748,1.01337886,1.40800786,1.39454734,1.01382661,1.41083443
1.39218748,1.01601565,1.41064453,1.39465308,1.01378047,1.41079128
1.39746094,1.01250005,1.41416013,1.39474988,1.01374388,1.41075492
1.39570308,1.01425779,1.40712893,1.39483547,1.01371753,1.41072464
1.39130855,1.01337886,1.41152346,1.39490819,1.01370120,1.41070104
1.39570308,1.00898433,1.41328120,1.39496601,1.01369381,1.41068363
1.39482427,1.01074219,1.40888667,1.39500880,1.01369476,1.41067171
1.38779294,1.01162112,1.40800786,1.39503515,1.01370251,1.41066611
1.38867188,1.01074219,1.41416013,1.39504623,1.01371515,1.41066575
1.39130855,1.01162112,1.40712893,1.39504194,1.01373100,1.41066921
1.39570308,1.01777339,1.41591799,1.39502299,1.01374733,1.41067684
1.39921880,1.01074219,1.41328120,1.39499032,1.01376259,1.41068757
1.39482427,1.01513672,1.40712893,1.39494598,1.01377547,1.41070151
1.39570308,1.01162112,1.41328120,1.39489245,1.01378417,1.41071653
1.39482427,1.01162112,1.41152346,1.39483213,1.01378655,1.41073239
1.39394534,1.01425779,1.41064453,1.39476573,1.01378155,1.41074824
1.39658201,1.01601565,1.41240239,1.39469647,1.01376843,1.41076422
1.39130855,1.01162112,1.41152346,1.39462495,1.01374638,1.41077995
1.39130855,1.01250005,1.40888667,1.39455330,1.01371562,1.41079533
1.38955081,1.01162112,1.40976560,1.39448202,1.01367581,1.41081023
1.38955081,1.01425779,1.41064453,1.39441144,1.01362753,1.41082406
1.39306641,1.01953125,1.41152346,1.39434290,1.01357162,1.41083801
1.39394534,1.01601565,1.41240239,1.39427567,1.01351023,1.41085124
1.39482427,1.01425779,1.40888667,1.39421165,1.01344585,1.41086459
1.39482427,1.01162112,1.41328120,1.39415073,1.01338053,1.41087794
1.39306641,1.01250005,1.41503906,1.39409304,1.01331580,1.41089082
1.39658201,1.01337886,1.41152346,1.39403856,1.01325476,1.41090405
1.39218748,1.02041018,1.40888667,1.39398789,1.01319826,1.41091824
1.39921880,1.01513672,1.40976560,1.39393914,1.01314938,1.41093242
1.39306641,1.01250005,1.41328120,1.39389312,1.01311088,1.41094768
1.39130855,1.01425779,1.41328120,1.39384961,1.01308358,1.41096354
1.39306641,1.01601565,1.41064453,1.39380920,1.01306844,1.41097975
1.39833987,1.01513672,1.40888667,1.39377141,1.01306713,1.41099739
1.39482427,1.01337886,1.40800786,1.39373660,1.01307964,1.41101468
1.39306641,1.01162112,1.41240239,1.39370525,1.01310670,1.41103387
1.39482427,1.01601565,1.41503906,1.39367807,1.01314652,1.41105270
1.39306641,1.01425779,1.40273440,1.39365470,1.01319826,1.41107309
1.39218748,1.01162112,1.40976560,1.39363563,1.01326084,1.41109312
1.39218748,1.00722659,1.40888667,1.39362156,1.01333284,1.41111171
1.39218748,1.01162112,1.41064453,1.39361227,1.01341200,1.41112757
1.39130855,1.00634766,1.40800786,1.39360833,1.01349640,1.41114092
1.39658201,1.01513672,1.40537107,1.39360905,1.01358175,1.41114974
