1.39746094,1.01425779,1.40712893,1.39361501,1.01366532,1.41115475
1.39394534,1.01513672,1.40800786,1.39362538,1.01374412,1.41115320
1.38955081,1.02041018,1.41064453,1.39363992,1.01381624,1.41114509
1.39833987,1.01689458,1.41503906,1.39365900,1.01388001,1.41112852
1.39482427,1.01425779,1.41328120,1.39367998,1.01393437,1.41110373
1.39746094,1.01425779,1.40537107,1.39370441,1.01397765,1.41107070
1.39570308,1.01953125,1.41064453,1.39373100,1.01400900,1.41102791
1.38867188,1.01953125,1.41328120,1.39375889,1.01402807,1.41097617
1.39218748,1.01601565,1.41328120,1.39378786,1.01403606,1.41091454
1.39482427,1.01953125,1.40800786,1.39381611,1.01403463,1.41084564
1.39482427,1.00898433,1.41328120,1.39384365,1.01402485,1.41076910
1.38779294,1.01162112,1.41064453,1.39386928,1.01400959,1.41068661
1.39218748,1.01337886,1.40712893,1.39389253,1.01399016,1.41060007
1.39394534,1.01513672,1.41064453,1.39391291,1.01396894,1.41051126
1.39394534,1.00986326,1.40888667,1.39392841,1.01394963,1.41042113
1.39394534,1.01425779,1.41064453,1.39393997,1.01393473,1.41033316
1.39130855,1.01601565,1.40888667,1.39394760,1.01392627,1.41024899
1.39042974,1.00634766,1.40712893,1.39395165,1.01392698,1.41017103
1.39130855,1.01425779,1.40537107,1.39395189,1.01393712,1.41010082
1.39130855,1.01513672,1.40888667,1.39394701,1.01395667,1.41003847
1.39306641,1.01601565,1.40537107,1.39393628,1.01398575,1.40998602
1.39394534,1.01425779,1.41064453,1.39391947,1.01402402,1.40994287
1.39306641,1.01953125,1.40976560,1.39389670,1.01407015,1.40990949
1.39218748,1.01953125,1.40537107,1.39386761,1.01412284,1.40988398
1.39482427,1.01953125,1.41064453,1.39383185,1.01417971,1.40986621
1.39921880,1.01777339,1.40537107,1.39378917,1.01423907,1.40985441
1.39306641,1.01601565,1.40625000,1.39374053,1.01429939,1.40984583
1.39218748,1.01601565,1.40976560,1.39368713,1.01435900,1.40983796
1.39130855,1.01425779,1.40976560,1.39363003,1.01441634,1.40982854
1.39130855,1.01425779,1.40888667,1.39356971,1.01446974,1.40981531
1.39746094,1.01953125,1.40800786,1.39350605,1.01451790,1.40979600
1.39306641,1.01337886,1.41152346,1.39344120,1.01456070,1.40976906
1.39218748,1.01601565,1.40888667,1.39337564,1.01459897,1.40973270
1.38955081,1.01689458,1.41416013,1.39331162,1.01463401,1.40968621
1.38779294,1.01513672,1.40976560,1.39325035,1.01466775,1.40962934
1.39218748,1.01337886,1.40888667,1.39319229,1.01470149,1.40956318
1.39570308,1.01162112,1.40800786,1.39313793,1.01473629,1.40948880
1.39746094,1.01337886,1.40800786,1.39308870,1.01477432,1.40940857
1.39306641,1.01425779,1.41328120,1.39304626,1.01481616,1.40932345
1.39218748,1.01601565,1.41328120,1.39301133,1.01486337,1.40923619
1.39218748,1.01162112,1.40712893,1.39298439,1.01491547,1.40915072
1.39218748,1.01337886,1.41679692,1.39296460,1.01497281,1.40906966
1.39130855,1.01513672,1.42031252,1.39295149,1.01503456,1.40899718
1.39570308,1.01337886,1.41064453,1.39294410,1.01509869,1.40893579
1.39482427,1.00810552,1.41152346,1.39294124,1.01516330,1.40888929
1.39306641,1.01513672,1.41328120,1.39294314,1.01522541,1.40886033
1.39130855,1.01162112,1.40976560,1.39294851,1.01528192,1.40885079
1.39570308,1.00986326,1.41064453,1.39295626,1.01533031,1.40886188
1.39394534,1.01689458,1.40800786,1.39296520,1.01536715,1.40889466
1.39570308,1.01425779,1.41152346,1.39297485,1.01539063,1.40894866
1.39130855,1.01337886,1.41064453,1.39298463,1.01539826,1.40902448
1.39218748,1.01074219,1.40888667,1.39299393,1.01538801,1.40912080
1.39833987,1.01162112,1.40800786,1.39300239,1.01535833,1.40923584
1.39306641,1.01777339,1.40712893,1.39301074,1.01530802,1.40936673
1.39921880,1.01953125,1.41328120,1.39301932,1.01523793,1.40950954
1.39570308,1.01162112,1.41328120,1.39302874,1.01515031,1.40966153
