1.39042974,1.41943359,1.80351567,1.39420915,1.41892135,1.80782735
1.38691401,1.42558599,1.80351567,1.39522350,1.41948533,1.80812836
1.38867188,1.42382812,1.79121089,1.39617574,1.41998899,1.80840600
1.39306641,1.42119145,1.80439448,1.39704049,1.42042994,1.80865848
1.39482427,1.42294919,1.79912114,1.39779699,1.42080724,1.80888367
1.38955081,1.42294919,1.80439448,1.39842749,1.42112243,1.80908036
1.39042974,1.41591799,1.80351567,1.39891922,1.42137611,1.80924773
1.38515627,1.42382812,1.81142581,1.39926338,1.42157197,1.80938411
1.38076174,1.42734373,1.80175781,1.39945626,1.42171419,1.80948830
1.38251948,1.41855466,1.79560542,1.39949834,1.42180979,1.80955863
1.38691401,1.42119145,1.80087888,1.39939559,1.42186427,1.80959284
1.39042974,1.41943359,1.80087888,1.39915764,1.42188525,1.80958736
1.38427734,1.41152346,1.80087888,1.39879847,1.42187929,1.80954015
1.38339841,1.42207026,1.79472661,1.39833450,1.42185223,1.80944943
1.38164067,1.43964839,1.80351567,1.39778292,1.42181075,1.80931389
1.39921880,1.42119145,1.79912114,1.39716339,1.42176139,1.80913258
1.39394534,1.42382812,1.80615234,1.39649677,1.42170751,1.80890608
1.39042974,1.42734373,1.79999995,1.39580178,1.42165172,1.80863535
1.39306641,1.42646480,1.80351567,1.39509439,1.42159891,1.80832374
1.39394534,1.43437505,1.79560542,1.39439046,1.42155242,1.80797398
1.39833987,1.42031252,1.79384768,1.39370191,1.42151713,1.80759168
1.39394534,1.43085933,1.80527341,1.39303899,1.42149544,1.80718112
1.38955081,1.44843745,1.80703127,1.39241159,1.42149448,1.80675244
1.38603520,1.43964839,1.78681636,1.39182997,1.42151690,1.80630827
1.38955081,1.43437505,1.79999995,1.39130402,1.42156279,1.80585206
1.39218748,1.42998052,1.79912114,1.39084136,1.42163217,1.80538607
1.39482427,1.44316411,1.80263674,1.39044297,1.42172468,1.80491793
1.39833987,1.44228518,1.80966794,1.39010262,1.42184746,1.80445969
1.39482427,1.43437505,1.80351567,1.38981771,1.42200696,1.80401802
1.40273440,1.43173826,1.79560542,1.38958752,1.42220509,1.80359828
1.41416013,1.44140625,1.80703127,1.38941216,1.42244375,1.80320477
1.41064453,1.45722651,1.79999995,1.38929379,1.42272854,1.80283916
1.40888667,1.42734373,1.81494141,1.38923371,1.42306423,1.80250239
1.40361333,1.41240239,1.79824221,1.38923275,1.42345071,1.80219769
1.40800786,1.35615230,1.78769529,1.38929069,1.42388737,1.80192506
1.41328120,1.30869138,1.79648435,1.38940871,1.42436683,1.80168450
1.41767573,1.27001953,1.78154302,1.38958752,1.42487109,1.80147398
1.42382812,1.27529299,1.78945315,1.38982916,1.42537415,1.80129218
1.42558599,1.27705073,1.78330076,1.39013517,1.42584336,1.80113554
1.42734373,1.25244141,1.76308596,1.39050877,1.42624283,1.80100071
1.43261719,1.22607422,1.74990237,1.39095151,1.42652619,1.80088019
1.42910159,1.19267583,1.77626956,1.39146554,1.42663896,1.80076408
1.43613279,1.18916011,1.76308596,1.39205527,1.42651558,1.80064118
1.43349612,1.21025395,1.74726558,1.39272332,1.42608249,1.80050194
1.42470706,1.24453127,1.76923823,1.39347422,1.42526424,1.80033350
1.42822266,1.30166018,1.77363276,1.39431095,1.42398608,1.80012155
1.42734373,1.35878909,1.79912114,1.39523482,1.42217875,1.79985297
1.41679692,1.36669922,1.80703127,1.39624739,1.41978681,1.79951584
1.41767573,1.42119145,1.80175781,1.39734757,1.41676879,1.79910100
1.40361333,1.46249998,1.79384768,1.39853191,1.41310024,1.79860127
1.40537107,1.46865237,1.77978516,1.39979589,1.40878177,1.79801285
