1.41767573,1.49765623,1.78242183,1.40113080,1.40383887,1.79733002
1.42470706,1.53105474,1.77363276,1.40252614,1.39832497,1.79655325
1.41855466,1.55126953,1.77890623,1.40397120,1.39232719,1.79568577
1.43437505,1.56181645,1.76660156,1.40545106,1.38596487,1.79473281
1.42910159,1.57500005,1.75957036,1.40695059,1.37938774,1.79370558
1.42382812,1.59609377,1.75166011,1.40845323,1.37277281,1.79261470
1.43964839,1.60312498,1.73847651,1.40994108,1.36632228,1.79147363
1.44140625,1.64355469,1.70859373,1.41139710,1.36025345,1.79029453
1.43085933,1.61015630,1.74550784,1.41280687,1.35479808,1.78909039
1.43525386,1.57851565,1.75781250,1.41415417,1.35018802,1.78787220
1.42998052,1.53896487,1.77187502,1.41542637,1.34664309,1.78665376
1.42910159,1.50468755,1.78681636,1.41661274,1.34436059,1.78544569
1.43085933,1.46953130,1.79296875,1.41770589,1.34350693,1.78426027
1.43613279,1.41503906,1.79560542,1.41870213,1.34420609,1.78310680
1.44140625,1.38076174,1.79824221,1.41960108,1.34653175,1.78199077
1.44228518,1.33154297,1.78857422,1.42040718,1.35050249,1.78091788
1.44404292,1.29199219,1.78330076,1.42112708,1.35607648,1.77988935
1.44492185,1.28759766,1.77890623,1.42177224,1.36314905,1.77890623
1.44755864,1.25771487,1.77539062,1.42235637,1.37155390,1.77796721
1.45371091,1.24892581,1.76748049,1.42289305,1.38107026,1.77707374
1.46337891,1.28408206,1.80175781,1.42340052,1.39142525,1.77622461
1.45546877,1.31396484,1.81406248,1.42389631,1.40230834,1.77542198
1.46601558,1.35527349,1.75341797,1.42440009,1.41338134,1.77467465
1.46425784,1.39306641,1.78681636,1.42492998,1.42429781,1.77399087
1.45634770,1.38515627,1.80791020,1.42550290,1.43471444,1.77337635
1.44843745,1.39130855,1.80966794,1.42613328,1.44430256,1.77284360
1.44667971,1.39658201,1.79208982,1.42683256,1.45275939,1.77240789
1.45810544,1.39570308,1.79296875,1.42760801,1.45982599,1.77208173
1.46425784,1.38515627,1.79208982,1.42846572,1.46529448,1.77187920
1.45195317,1.39921880,1.81054688,1.42940772,1.46901774,1.77181196
1.45019531,1.37988281,1.79472661,1.43043375,1.47091269,1.77189088
1.45898438,1.38603520,1.79208982,1.43153918,1.47096312,1.77212429
1.46249998,1.38955081,1.80615234,1.43271840,1.46922159,1.77251446
1.46777344,1.37460935,1.79384768,1.43396449,1.46580565,1.77306247
1.47656250,1.37285161,1.79736328,1.43526888,1.46089303,1.77376604
1.48183596,1.40625000,1.77451169,1.43662190,1.45470905,1.77461553
1.47392583,1.41679692,1.78505862,1.43801403,1.44751537,1.77559674
1.45810544,1.36845708,1.81757808,1.43943524,1.43959427,1.77668881
1.44931638,1.44052732,1.80351567,1.44087386,1.43123555,1.77787447
1.42998052,1.40800786,1.77451169,1.44231653,1.42272866,1.77913368
1.43085933,1.42470706,1.76396489,1.44374979,1.41435182,1.78044188
1.40800786,1.39658201,1.85625005,1.44515824,1.40636170,1.78177094
1.40097654,1.37109375,1.80791020,1.44652593,1.39897811,1.78310096
1.39306641,1.40976560,1.81054688,1.44783437,1.39237690,1.78441560
1.38779294,1.44228518,1.79912114,1.44906485,1.38668776,1.78569686
1.36318362,1.44140625,1.79912114,1.45019615,1.38199461,1.78692949
1.39042974,1.42470706,1.80703127,1.45120263,1.37834084,1.78809798
1.38251948,1.40097654,1.79999995,1.45206070,1.37572563,1.78919244
1.37724614,1.41064453,1.79912114,1.45274484,1.37410700,1.79020715
1.38515627,1.40185547,1.80175781,1.45322967,1.37341261,1.79114199
1.38779294,1.41943359,1.80615234,1.45348775,1.37354612,1.79199898
1.38691401,1.41240239,1.80439448,1.45349383,1.37439644,1.79278266
1.38779294,1.39921880,1.80263674,1.45322251,1.37584114,1.79350162
1.38691401,1.40097654,1.80351567,1.45265090,1.37775469,1.79416132
1.39306641,1.40273440,1.80263674,1.45176089,1.38001430,1.79477060
1.38691401,1.40449214,1.79296875,1.45054007,1.38250530,1.79533756
1.38251948,1.40800786,1.80263674,1.44898355,1.38512313,1.79586935
1.38779294,1.40449214,1.79912114,1.44708931,1.38777447,1.79637599
1.38603520,1.40976560,1.80175781,1.44486701,1.39037955,1.79686522
1.38867188,1.40712893,1.80263674,1.44233298,1.39287686,1.79734194
1.38427734,1.40361333,1.79560542,1.43951356,1.39522195,1.79780817
1.38427734,1.40537107,1.80175781,1.43644226,1.39738333,1.79826295
1.38691401,1.40449214,1.79824221,1.43316042,1.39934170,1.79870355
1.38427734,1.40625000,1.79999995,1.42971444,1.40108681,1.79912567
1.38427734,1.40097654,1.80175781,1.42615414,1.40261769,1.79952598
1.38427734,1.40976560,1.80087888,1.42253411,1.40393937,1.79989922
1.38427734,1.40185547,1.80615234,1.41890800,1.40506184,1.80024338
1.38427734,1.40449214,1.79736328,1.41533005,1.40599883,1.80055451
